,Trip ID,Duration (min),Walking Time (min),Transit Time (min),Walking Distance (m),Transfers,Message
528,1333517,,,,,,No trip found.
529,1109822,37.18333333333333,37.18333333333333,0.0,2890.901969917133,0.0,Successful Run
530,1094504,,,,,,No trip found.
531,940666,,,,,,No trip found.
532,1259602,,,,,,Origin is with
533,1467269,,,,,,No trip found.
534,989326,,,,,,No trip found.
535,1053744,22.816666666666666,7.016666666666667,15.766666666666667,530.0447142813351,0.0,Successful Run
536,1312069,,,,,,No trip found.
537,1490546,,,,,,No trip found.
538,891498,,,,,,No trip found.
539,962889,,,,,,No trip found.
540,1212821,,,,,,No trip found.
541,1475001,,,,,,No trip found.
542,1243257,,,,,,No trip found.
543,1416496,62.166666666666664,50.13333333333333,12.0,3881.352774426095,0.0,Successful Run
544,965923,,,,,,No trip found.
545,1302605,,,,,,No trip found.
546,1205673,,,,,,No trip found.
547,1063877,,,,,,No trip found.
548,1060484,,,,,,No trip found.
549,918850,,,,,,No trip found.
550,1089278,,,,,,No trip found.
551,892883,,,,,,No trip found.
552,1045838,,,,,,No trip found.
553,1320148,,,,,,No trip found.
554,921536,,,,,,No trip found.
555,1099618,,,,,,No trip found.
556,1047536,,,,,,No trip found.
557,1287544,41.68333333333333,41.68333333333333,0.0,3230.1918045008942,0.0,Successful Run
558,1311697,,,,,,No trip found.
559,1291251,51.36666666666667,40.71666666666667,10.616666666666667,3153.040030061892,0.0,Successful Run
560,1020015,41.68333333333333,41.68333333333333,0.0,3230.1918045008942,0.0,Successful Run
561,1234761,,,,,,No trip found.
562,1047348,,,,,,No trip found.
563,1126871,,,,,,No trip found.
564,1475034,62.35,61.35,0.9666666666666667,4805.722270671585,0.0,Successful Run
565,1291680,,,,,,No trip found.
566,1368737,,,,,,No trip found.
567,982491,,,,,,No trip found.
568,867178,,,,,,No trip found.
569,1552685,,,,,,No trip found.
570,1086663,,,,,,No trip found.
571,1511115,,,,,,No trip found.
572,1459787,,,,,,No trip found.
573,1042360,,,,,,No trip found.
574,1045126,,,,,,No trip found.
575,862572,,,,,,No trip found.
576,918846,,,,,,No trip found.
577,1075941,,,,,,No trip found.
578,1197120,,,,,,No trip found.
579,1405676,,,,,,No trip found.
580,1475142,,,,,,No trip found.
581,1069511,16.45,16.45,0.0,1275.1531052585729,0.0,Successful Run
582,1139107,,,,,,No trip found.
